tick,symbol,position,avg_price,realized,unrealized,total,mid
711130,BTC,-2284,62749,-3.33442e+06,511618,-2.8228e+06,62525
711130,ETH,37763,2378.92,6.81103e+06,2.38898e+06,9.2e+06,2442.18
711130,ADA,46633,1,203282,22169.3,225451,1.4754
711140,BTC,-2284,62749,-3.33442e+06,531854,-2.80257e+06,62516.1
711140,ETH,37760,2378.94,6.81184e+06,2.45167e+06,9.26352e+06,2443.86
711140,ADA,46630,1,203285,22198.2,225483,1.47605
711150,BTC,-2281,62749,-3.33371e+06,551867,-2.78185e+06,62507.1
711150,ETH,37748,2378.94,6.81266e+06,2.40786e+06,9.22052e+06,2442.72
711150,ADA,46627,1,203288,22201.4,225489,1.47615
711160,BTC,-2278,62749,-3.33299e+06,551278,-2.78172e+06,62507
711160,ETH,37736,2378.94,6.81348e+06,2.38332e+06,9.1968e+06,2442.1
711160,ADA,46630,1,203288,22137.6,225426,1.47475
711170,BTC,-2275,62749,-3.33226e+06,607381,-2.72488e+06,62482
711170,ETH,37742,2378.95,6.81367e+06,2.38959e+06,9.20326e+06,2442.26
711170,ADA,46636,1,203291,22114.8,225406,1.4742
711180,BTC,-2275,62748.7,-3.33144e+06,622555,-2.70889e+06,62475
711180,ETH,37763,2378.98,6.81367e+06,2.35155e+06,9.16522e+06,2441.26
711180,ADA,46636,1,203294,22107.8,225402,1.47405
711190,BTC,-2275,62748.7,-3.33144e+06,521295,-2.81015e+06,62519.5
711190,ETH,37760,2378.98,6.81386e+06,2.30417e+06,9.11802e+06,2440.01
711190,ADA,46636,1,203294,22037.8,225332,1.47255
711200,BTC,-2275,62748.7,-3.33144e+06,466274,-2.86517e+06,62543.7
711200,ETH,37751,2378.99,6.8146e+06,2.22153e+06,9.03613e+06,2437.84
711200,ADA,46639,1,203294,21960,225254,1.47085
711210,BTC,-2263,62748.7,-3.32917e+06,423985,-2.90518e+06,62561.3
711210,ETH,37739,2378.99,6.81538e+06,2.24705e+06,9.06243e+06,2438.53
711210,ADA,46651,1,203294,21977.3,225271,1.4711
711220,BTC,-2260,62748.7,-3.32859e+06,432226,-2.89637e+06,62557.4
711220,ETH,37736,2378.99,6.81556e+06,2.27744e+06,9.093e+06,2439.34
711220,ADA,46660,1,203294,21983.9,225278,1.47115
711230,BTC,-2260,62748.7,-3.32859e+06,442871,-2.88572e+06,62552.7
711230,ETH,37757,2379.02,6.81556e+06,2.21846e+06,9.03402e+06,2437.78
711230,ADA,46657,1,203297,21963.8,225261,1.47075
711240,BTC,-2257,62748.7,-3.32801e+06,380181,-2.94783e+06,62580.2
711240,ETH,37760,2379.02,6.81556e+06,2.26774e+06,9.08331e+06,2439.08
711240,ADA,46666,1,203297,21928.4,225225,1.4699
711250,BTC,-2257,62748.7,-3.32801e+06,326273,-3.00174e+06,62604.1
711250,ETH,37749,2379.02,6.81626e+06,2.26067e+06,9.07692e+06,2438.91
711250,ADA,46657,1,203345,21996.4,225341,1.47145
711260,BTC,-2248,62748.7,-3.32654e+06,350408,-2.97613e+06,62592.8
711260,ETH,37755,2379.04,6.81644e+06,2.30109e+06,9.11753e+06,2439.99
711260,ADA,46657,1,203345,22047.8,225393,1.47255
711270,BTC,-2260,62747.8,-3.32654e+06,350368,-2.97617e+06,62592.8
711270,ETH,37754,2379.05,6.81707e+06,2.39149e+06,9.20855e+06,2442.39
711270,ADA,46651,1,203351,22061.3,225412,1.4729
711280,BTC,-2263,62747.6,-3.32654e+06,338539,-2.988e+06,62598.1
711280,ETH,37763,2379.06,6.81707e+06,2.37511e+06,9.19218e+06,2441.96
711280,ADA,46648,1,203399,22006.2,225405,1.47175
711290,BTC,-2266,62746.8,-3.3251e+06,351002,-2.9741e+06,62591.9
711290,ETH,37776,2379.09,6.81707e+06,2.35835e+06,9.17542e+06,2441.51
711290,ADA,46654,1,203402,22034.7,225437,1.4723
711300,BTC,-2254,62746.8,-3.32319e+06,347126,-2.97606e+06,62592.8
711300,ETH,37773,2379.09,6.81726e+06,2.42691e+06,9.24417e+06,2443.34
711300,ADA,46651,1,203405,21991.3,225396,1.4714
711310,BTC,-2257,62746.1,-3.32183e+06,383377,-2.93845e+06,62576.2
711310,ETH,37776,2379.09,6.81726e+06,2.4696e+06,9.28686e+06,2444.47
711310,ADA,46651,1,203405,22037.9,225443,1.4724
711320,BTC,-2260,62745.9,-3.32183e+06,327208,-2.99462e+06,62601.1
711320,ETH,37776,2379.09,6.81726e+06,2.46922e+06,9.28648e+06,2444.45
711320,ADA,46648,1,203408,22043.5,225452,1.47255
711330,BTC,-2254,62745.7,-3.32056e+06,309318,-3.01124e+06,62608.4
711330,ETH,37773,2379.09,6.81746e+06,2.4694e+06,9.28686e+06,2444.47
711330,ADA,46657,1,203408,22073.4,225481,1.4731
711340,BTC,-2266,62745.1,-3.32056e+06,260237,-3.06032e+06,62630.2
711340,ETH,37776,2379.1,6.81746e+06,2.48943e+06,9.30689e+06,2444.99
711340,ADA,46657,1,203408,22073.4,225481,1.4731
711350,BTC,-2260,62744.9,-3.31948e+06,272993,-3.04649e+06,62624.1
711350,ETH,37773,2379.1,6.81766e+06,2.50094e+06,9.3186e+06,2445.31
711350,ADA,46663,1,203411,22076.3,225487,1.4731
711360,BTC,-2263,62744.7,-3.31948e+06,315732,-3.00375e+06,62605.2
711360,ETH,37758,2379.1,6.8187e+06,2.49089e+06,9.30958e+06,2445.07
711360,ADA,46669,1,203411,22039.4,225450,1.47225
711370,BTC,-2254,62744.7,-3.3182e+06,331877,-2.98632e+06,62597.5
711370,ETH,37758,2379.1,6.8187e+06,2.51014e+06,9.32884e+06,2445.57
711370,ADA,46666,1,203414,22070.7,225485,1.47295
711380,BTC,-2245,62744.7,-3.31683e+06,316722,-3.00011e+06,62603.7
711380,ETH,37761,2379.1,6.8187e+06,2.51845e+06,9.33715e+06,2445.8
711380,ADA,46663,1,203417,22066.9,225484,1.4729
711390,BTC,-2248,62744.6,-3.31683e+06,317937,-2.9989e+06,62603.1
711390,ETH,37764,2379.11,6.8187e+06,2.55603e+06,9.37473e+06,2446.79
711390,ADA,46654,1,203465,22088.3,225553,1.47345
711400,BTC,-2251,62744.4,-3.31683e+06,289330,-3.0275e+06,62615.8
711400,ETH,37761,2379.11,6.8189e+06,2.61568e+06,9.43458e+06,2448.38
711400,ADA,46651,1,203468,22147.6,225616,1.47475
711410,BTC,-2245,62744.2,-3.31561e+06,306320,-3.00929e+06,62607.7
711410,ETH,37767,2379.12,6.81911e+06,2.62779e+06,9.4469e+06,2448.7
711410,ADA,46654,1,203468,22137.3,225605,1.4745
711420,BTC,-2260,62743.4,-3.31561e+06,286038,-3.02957e+06,62616.8
711420,ETH,37776,2379.14,6.81911e+06,2.58382e+06,9.40293e+06,2447.53
711420,ADA,46672,1,203468,22052.5,225521,1.4725
711430,BTC,-2254,62743.2,-3.31439e+06,295675,-3.01872e+06,62612
711430,ETH,37776,2379.14,6.81911e+06,2.58986e+06,9.40898e+06,2447.7
711430,ADA,46672,1,203468,22033.9,225502,1.4721
711440,BTC,-2251,62743.2,-3.31399e+06,295282,-3.01871e+06,62612
711440,ETH,37782,2379.15,6.81932e+06,2.59953e+06,9.41885e+06,2447.95
711440,ADA,46684,1,203468,22013.8,225482,1.47155
711450,BTC,-2251,62743,-3.31357e+06,313620,-2.99995e+06,62603.7
711450,ETH,37791,2379.17,6.81953e+06,2.61637e+06,9.4359e+06,2448.41
711450,ADA,46684,1,203471,22039.5,225511,1.4721
711460,BTC,-2248,62743,-3.31315e+06,313202,-2.99995e+06,62603.7
711460,ETH,37791,2379.17,6.81953e+06,2.67211e+06,9.49164e+06,2449.88
711460,ADA,46696,1,203471,22103.6,225575,1.47335
711470,BTC,-2245,62743,-3.31272e+06,312784,-2.99994e+06,62603.7
711470,ETH,37794,2379.18,6.81953e+06,2.62393e+06,9.44346e+06,2448.61
711470,ADA,46693,1,203474,22076.5,225550,1.4728
711480,BTC,-2260,62742.1,-3.31272e+06,325919,-2.98681e+06,62597.9
711480,ETH,37800,2379.19,6.81974e+06,2.69405e+06,9.5138e+06,2450.47
711480,ADA,46696,1,203474,22075.5,225550,1.47275
711490,BTC,-2263,62741.8,-3.31272e+06,445508,-2.86722e+06,62544.9
711490,ETH,37797,2379.19,6.81996e+06,2.65e+06,9.46996e+06,2449.31
711490,ADA,46699,1,203474,22077,225551,1.47275
711500,BTC,-2263,62741.8,-3.31272e+06,513953,-2.79877e+06,62514.7
711500,ETH,37800,2379.2,6.81996e+06,2.66172e+06,9.48168e+06,2449.61
711500,ADA,46720,1,203474,22091.6,225566,1.47285
711510,BTC,-2266,62741.5,-3.31272e+06,470069,-2.84266e+06,62534.1
711510,ETH,37797,2379.2,6.82017e+06,2.66548e+06,9.48565e+06,2449.72
711510,ADA,46726,1,203477,22106.1,225583,1.4731
711520,BTC,-2269,62741.2,-3.31272e+06,546994,-2.76573e+06,62500.2
711520,ETH,37809,2379.22,6.82017e+06,2.64908e+06,9.46925e+06,2449.28
711520,ADA,46723,1,203480,22107,225587,1.47315
711530,BTC,-2280,62739,-3.3099e+06,514847,-2.79505e+06,62513.2
711530,ETH,37806,2379.22,6.82038e+06,2.64452e+06,9.46491e+06,2449.17
711530,ADA,46720,1,203483,22100.9,225584,1.47305
711540,BTC,-2283,62738.7,-3.3099e+06,492892,-2.81701e+06,62522.8
711540,ETH,37797,2379.23,6.82127e+06,2.67487e+06,9.49614e+06,2449.99
711540,ADA,46720,1,203486,22107.9,225594,1.4732
711550,BTC,-2298,62737.2,-3.3099e+06,529325,-2.78057e+06,62506.9
711550,ETH,37800,2379.23,6.82127e+06,2.57017e+06,9.39144e+06,2447.22
711550,ADA,46732,1,203486,22055.2,225541,1.47195
711560,BTC,-2292,62736.9,-3.30779e+06,515613,-2.79218e+06,62512
711560,ETH,37818,2379.26,6.82127e+06,2.47008e+06,9.29135e+06,2444.57
711560,ADA,46717,1,203537,21982.7,225520,1.47055
711570,BTC,-2292,62736.9,-3.30779e+06,437387,-2.8704e+06,62546.1
711570,ETH,37836,2379.29,6.82127e+06,2.47016e+06,9.29143e+06,2444.57
711570,ADA,46720,1,203537,21988.8,225526,1.47065
711580,BTC,-2289,62736.9,-3.30722e+06,436814,-2.8704e+06,62546.1
711580,ETH,37833,2379.29,6.82147e+06,2.39884e+06,9.2203e+06,2442.7
711580,ADA,46717,1,203540,21952.3,225492,1.4699
711590,BTC,-2286,62736.9,-3.30667e+06,384007,-2.92266e+06,62568.9
711590,ETH,37833,2379.29,6.82147e+06,2.37235e+06,9.19382e+06,2441.99
711590,ADA,46714,1,203543,21953.2,225496,1.46995
711600,BTC,-2298,62736.1,-3.30667e+06,378518,-2.92815e+06,62571.4
711600,ETH,37830,2379.29,6.82166e+06,2.45501e+06,9.27667e+06,2444.18
711600,ADA,46711,1,203546,21933.2,225479,1.46955
711610,BTC,-2301,62735.9,-3.30667e+06,351346,-2.95532e+06,62583.2
711610,ETH,37830,2379.29,6.82166e+06,2.52197e+06,9.34363e+06,2445.95
711610,ADA,46714,1,203546,21948.6,225495,1.46985
711620,BTC,-2298,62735.9,-3.3062e+06,350887,-2.95532e+06,62583.2
711620,ETH,37833,2379.29,6.82166e+06,2.51158e+06,9.33324e+06,2445.68
711620,ADA,46712,1,203590,21940.6,225531,1.4697
711630,BTC,-2292,62735.9,-3.30531e+06,327613,-2.97769e+06,62592.9
711630,ETH,37827,2379.29,6.82206e+06,2.53369e+06,9.35575e+06,2446.28
711630,ADA,46712,1,203593,21924.3,225517,1.46935
711640,BTC,-2292,62735.9,-3.30531e+06,277200,-3.02811e+06,62614.9
711640,ETH,37824,2379.29,6.82227e+06,2.57207e+06,9.39434e+06,2447.3
711640,ADA,46709,1,203596,21967.2,225563,1.4703
711650,BTC,-2289,62735.9,-3.30494e+06,275441,-3.0295e+06,62615.5
711650,ETH,37809,2379.29,6.82335e+06,2.62152e+06,9.44487e+06,2448.63
711650,ADA,46712,1,203596,22048.1,225644,1.472
711660,BTC,-2292,62735.7,-3.30494e+06,301996,-3.00295e+06,62603.9
711660,ETH,37800,2379.3,6.82424e+06,2.64488e+06,9.46912e+06,2449.27
711660,ADA,46712,1,203596,22045.7,225642,1.47195
711670,BTC,-2295,62735.5,-3.30494e+06,322394,-2.98255e+06,62595
711670,ETH,37785,2379.3,6.82532e+06,2.59981e+06,9.42513e+06,2448.11
711670,ADA,46709,1,203599,22044.3,225643,1.47195
711680,BTC,-2292,62735.5,-3.30452e+06,328322,-2.97619e+06,62592.2
711680,ETH,37788,2379.3,6.82532e+06,2.6359e+06,9.46122e+06,2449.06
711680,ADA,46706,1,203602,22049.9,225652,1.4721
711690,BTC,-2289,62735.5,-3.30408e+06,327892,-2.97619e+06,62592.2
711690,ETH,37791,2379.31,6.82532e+06,2.66463e+06,9.48995e+06,2449.82
711690,ADA,46712,1,203605,22057.4,225662,1.4722
711700,BTC,-2286,62735.5,-3.30365e+06,271341,-3.03231e+06,62616.8
711700,ETH,37791,2379.31,6.82532e+06,2.71489e+06,9.54021e+06,2451.15
711700,ADA,46715,1,203605,22079.8,225685,1.47265
711710,BTC,-2301,62734.8,-3.30365e+06,250334,-3.05332e+06,62626
711710,ETH,37788,2379.31,6.82554e+06,2.69673e+06,9.52226e+06,2450.68
711710,ADA,46718,1,203605,22107,225712,1.4732
711720,BTC,-2301,62734.6,-3.30332e+06,250008,-3.05331e+06,62626
711720,ETH,37776,2379.32,6.82666e+06,2.69207e+06,9.51873e+06,2450.58
711720,ADA,46703,1,203656,22076.5,225733,1.4727
711730,BTC,-2304,62734.5,-3.30332e+06,258268,-3.04505e+06,62622.4
711730,ETH,37782,2379.33,6.82687e+06,2.66867e+06,9.49555e+06,2449.97
711730,ADA,46706,1,203656,22066.2,225722,1.47245
711740,BTC,-2307,62734.4,-3.30332e+06,267212,-3.03611e+06,62618.5
711740,ETH,37785,2379.34,6.82687e+06,2.64638e+06,9.47326e+06,2449.38
711740,ADA,46709,1,203656,22046.6,225703,1.472
711750,BTC,-2310,62734.2,-3.30332e+06,307492,-2.99583e+06,62601.1
711750,ETH,37788,2379.34,6.82687e+06,2.68134e+06,9.50822e+06,2450.3
711750,ADA,46721,1,203656,22061.7,225718,1.4722
711760,BTC,-2313,62734,-3.30332e+06,305046,-2.99827e+06,62602.1
711760,ETH,37797,2379.36,6.82687e+06,2.72654e+06,9.55341e+06,2451.49
711760,ADA,46718,1,203659,22057.9,225717,1.47215
711770,BTC,-2310,62734,-3.30291e+06,309848,-2.99306e+06,62599.9
711770,ETH,37800,2379.36,6.82687e+06,2.74488e+06,9.57175e+06,2451.98
711770,ADA,46715,1,203662,22096.2,225758,1.473
711780,BTC,-2313,62733.8,-3.30291e+06,309848,-2.99306e+06,62599.9
711780,ETH,37797,2379.36,6.82709e+06,2.72066e+06,9.54775e+06,2451.35
711780,ADA,46718,1,203662,22085.9,225748,1.47275
711790,BTC,-2316,62733.7,-3.30291e+06,309852,-2.99306e+06,62599.9
711790,ETH,37797,2379.36,6.82709e+06,2.68324e+06,9.51033e+06,2450.36
711790,ADA,46715,1,203665,22100.9,225766,1.4731
711800,BTC,-2319,62733.5,-3.30291e+06,309852,-2.99306e+06,62599.9
711800,ETH,37802,2379.38,6.82731e+06,2.72955e+06,9.55686e+06,2451.59
711800,ADA,46718,1,203665,22109.3,225774,1.47325
711810,BTC,-2313,62733.3,-3.30134e+06,392660,-2.90868e+06,62563.6
711810,ETH,37811,2379.39,6.82731e+06,2.66986e+06,9.49717e+06,2450.01
711810,ADA,46724,1,203665,22079.4,225744,1.47255
711820,BTC,-2316,62733.1,-3.30134e+06,433094,-2.86825e+06,62546.1
711820,ETH,37814,2379.4,6.82731e+06,2.67818e+06,9.50549e+06,2450.22
711820,ADA,46727,1,203665,22106.5,225772,1.4731
711830,BTC,-2313,62733.1,-3.30078e+06,432533,-2.86824e+06,62546.1
711830,ETH,37817,2379.41,6.82731e+06,2.66987e+06,9.49718e+06,2450.01
711830,ADA,46730,1,203665,22058.9,225724,1.47205
711840,BTC,-2316,62732.9,-3.30078e+06,402050,-2.89873e+06,62559.3
711840,ETH,37817,2379.41,6.82731e+06,2.63943e+06,9.46673e+06,2449.2
711840,ADA,46733,1,203665,22051,225716,1.47185
711850,BTC,-2331,62731.8,-3.30078e+06,378440,-2.92234e+06,62569.5
711850,ETH,37820,2379.41,6.82731e+06,2.64094e+06,9.46825e+06,2449.24
711850,ADA,46730,1,203668,22044.9,225713,1.47175
711860,BTC,-2328,62731.8,-3.30028e+06,386474,-2.91381e+06,62565.8
711860,ETH,37820,2379.41,6.82731e+06,2.63016e+06,9.45747e+06,2448.95
711860,ADA,46727,1,203671,22043.5,225714,1.47175
711870,BTC,-2338,62731,-3.30028e+06,446696,-2.85359e+06,62540
711870,ETH,37817,2379.43,6.82817e+06,2.58456e+06,9.41273e+06,2447.77
711870,ADA,46730,1,203671,21974.8,225646,1.47025
711880,BTC,-2347,62730,-3.29968e+06,475728,-2.82396e+06,62527.3
711880,ETH,37820,2379.43,6.82817e+06,2.52386e+06,9.35203e+06,2446.16
711880,ADA,46730,1,203671,21843.9,225515,1.46745
711890,BTC,-2359,62729,-3.29968e+06,489195,-2.81049e+06,62521.6
711890,ETH,37823,2379.44,6.82817e+06,2.52292e+06,9.35109e+06,2446.14
711890,ADA,46748,1,203671,21852.4,225523,1.46745
711900,BTC,-2359,62728.7,-3.29906e+06,488574,-2.81048e+06,62521.6
711900,ETH,37823,2379.44,6.82837e+06,2.51762e+06,9.34599e+06,2446.01
711900,ADA,46751,1,203671,21921.5,225593,1.4689
711910,BTC,-2356,62728.7,-3.29843e+06,487953,-2.81048e+06,62521.6
711910,ETH,37820,2379.44,6.82857e+06,2.49851e+06,9.32708e+06,2445.51
711910,ADA,46763,1,203671,21892.1,225563,1.46815
711920,BTC,-2347,62728.7,-3.29662e+06,466445,-2.83017e+06,62530
711920,ETH,37823,2379.45,6.82857e+06,2.54125e+06,9.36982e+06,2446.64
711920,ADA,46766,1,203671,21923.9,225595,1.4688
711930,BTC,-2350,62728.5,-3.29662e+06,411994,-2.88462e+06,62553.2
711930,ETH,37832,2379.46,6.82857e+06,2.47964e+06,9.3082e+06,2445.01
711930,ADA,46769,1,203671,21941.7,225613,1.46915
711940,BTC,-2341,62728.5,-3.29483e+06,461169,-2.83366e+06,62531.5
711940,ETH,37817,2379.46,6.82958e+06,2.42628e+06,9.25585e+06,2443.62
711940,ADA,46769,1,203671,21899.6,225571,1.46825
711950,BTC,-2353,62727.5,-3.29483e+06,521212,-2.77362e+06,62506
711950,ETH,37814,2379.46,6.82977e+06,2.40056e+06,9.23033e+06,2442.95
711950,ADA,46772,1,203671,21809.8,225481,1.4663
711960,BTC,-2350,62727.5,-3.29417e+06,534506,-2.75966e+06,62500.1
711960,ETH,37832,2379.49,6.82977e+06,2.43374e+06,9.26351e+06,2443.82
711960,ADA,46769,1,203674,21871.5,225546,1.46765
711970,BTC,-2353,62727.2,-3.29417e+06,544568,-2.7496e+06,62495.8
711970,ETH,37844,2379.51,6.82977e+06,2.42452e+06,9.25429e+06,2443.57
711970,ADA,46772,1,203674,21823.8,225498,1.4666
711980,BTC,-2356,62726.1,-3.29206e+06,538000,-2.75406e+06,62497.7
711980,ETH,37844,2379.51,6.82977e+06,2.50437e+06,9.33414e+06,2445.68
711980,ADA,46781,1,203674,21856.1,225530,1.4672
711990,BTC,-2356,62724.9,-3.28917e+06,526595,-2.76257e+06,62501.4
711990,ETH,37844,2379.51,6.82997e+06,2.54505e+06,9.37502e+06,2446.77
711990,ADA,46787,1,203674,21950.1,225624,1.46915
712000,BTC,-2353,62724.9,-3.28851e+06,509901,-2.77861e+06,62508.2
712000,ETH,37847,2379.52,6.82997e+06,2.51629e+06,9.34626e+06,2446.01
712000,ADA,46790,1,203674,21951.5,225626,1.46915
712010,BTC,-2335,62724.9,-3.28453e+06,456755,-2.82777e+06,62529.3
712010,ETH,37850,2379.52,6.82997e+06,2.4951e+06,9.32507e+06,2445.45
712010,ADA,46787,1,203677,21959.5,225636,1.46935
712020,BTC,-2338,62724.7,-3.28453e+06,447908,-2.83662e+06,62533.1
712020,ETH,37853,2379.53,6.82997e+06,2.39518e+06,9.22515e+06,2442.81
712020,ADA,46808,1,203677,21878.1,225555,1.4674
712030,BTC,-2341,62724.5,-3.28453e+06,371406,-2.91312e+06,62565.8
712030,ETH,37850,2379.53,6.83016e+06,2.356e+06,9.18616e+06,2441.78
712030,ADA,46811,1,203677,21881.8,225559,1.46745
712040,BTC,-2344,62724.3,-3.28453e+06,371407,-2.91312e+06,62565.8
712040,ETH,37853,2379.53,6.83016e+06,2.34162e+06,9.17178e+06,2441.39
712040,ADA,46817,1,203680,21882.3,225562,1.4674
712050,BTC,-2356,62723.5,-3.28453e+06,309153,-2.97537e+06,62592.2
712050,ETH,37862,2379.55,6.83016e+06,2.38009e+06,9.21025e+06,2442.41
712050,ADA,46820,1,203680,21888.3,225568,1.4675
712060,BTC,-2353,62723.5,-3.28413e+06,292335,-2.99179e+06,62599.2
712060,ETH,37868,2379.56,6.83035e+06,2.34455e+06,9.17489e+06,2441.47
712060,ADA,46823,1,203680,21906.1,225586,1.46785
712070,BTC,-2353,62723.5,-3.28413e+06,299971,-2.98416e+06,62596
712070,ETH,37868,2379.56,6.83035e+06,2.36727e+06,9.19761e+06,2442.07
712070,ADA,46820,1,203683,21883.7,225567,1.4674
712080,BTC,-2350,62723.5,-3.28369e+06,338469,-2.94522e+06,62579.4
712080,ETH,37874,2379.58,6.83054e+06,2.46729e+06,9.29784e+06,2444.72
712080,ADA,46820,1,203686,21890.7,225577,1.46755
712090,BTC,-2344,62723.3,-3.2823e+06,369058,-2.91325e+06,62565.8
712090,ETH,37874,2379.58,6.83054e+06,2.4671e+06,9.29765e+06,2444.72
712090,ADA,46817,1,203689,21997,225686,1.46985
712100,BTC,-2353,62722.4,-3.2818e+06,372977,-2.90882e+06,62563.9
712100,ETH,37871,2379.58,6.83074e+06,2.43964e+06,9.27038e+06,2443.99
712100,ADA,46826,1,203689,21980.1,225669,1.4694
712110,BTC,-2350,62722.4,-3.28136e+06,335325,-2.94604e+06,62579.7
712110,ETH,37874,2379.58,6.83074e+06,2.4993e+06,9.33004e+06,2445.57
712110,ADA,46823,1,203692,22027.9,225720,1.47045
712120,BTC,-2347,62722.4,-3.2809e+06,395097,-2.8858e+06,62554.1
712120,ETH,37871,2379.58,6.83094e+06,2.49948e+06,9.33042e+06,2445.58
712120,ADA,46820,1,203695,22056.9,225752,1.4711
712130,BTC,-2347,62722.4,-3.2809e+06,404955,-2.87594e+06,62549.9
712130,ETH,37864,2379.59,6.83164e+06,2.57493e+06,9.40657e+06,2447.59
712130,ADA,46823,1,203695,22084.1,225779,1.47165
712140,BTC,-2350,62722.2,-3.2809e+06,360469,-2.92043e+06,62568.8
712140,ETH,37861,2379.59,6.83185e+06,2.48764e+06,9.31949e+06,2445.29
712140,ADA,46820,1,203698,21975,225673,1.46935
712150,BTC,-2344,62722,-3.2794e+06,390501,-2.8889e+06,62555.4
712150,ETH,37864,2379.59,6.83185e+06,2.51415e+06,9.346e+06,2445.99
712150,ADA,46817,1,203701,21994.6,225696,1.4698
712160,BTC,-2347,62721.8,-3.2794e+06,424698,-2.85471e+06,62540.9
712160,ETH,37861,2379.59,6.83205e+06,2.47514e+06,9.30719e+06,2444.97
712160,ADA,46814,1,203704,21990.9,225695,1.46975
712170,BTC,-2341,62721.6,-3.2781e+06,327435,-2.95067e+06,62581.7
712170,ETH,37855,2379.59,6.83245e+06,2.53986e+06,9.37231e+06,2446.68
712170,ADA,46814,1,203707,22030.7,225738,1.4706
712180,BTC,-2344,62721.4,-3.2781e+06,368949,-2.90915e+06,62564
712180,ETH,37855,2379.59,6.83245e+06,2.48119e+06,9.31363e+06,2445.14
712180,ADA,46817,1,203707,22053.1,225760,1.47105
712190,BTC,-2332,62721.4,-3.27619e+06,332430,-2.94376e+06,62578.8
712190,ETH,37861,2379.61,6.83265e+06,2.49352e+06,9.32617e+06,2445.47
712190,ADA,46814,1,203710,22019,225729,1.47035
712200,BTC,-2329,62721.4,-3.27576e+06,332003,-2.94375e+06,62578.8
712200,ETH,37858,2379.61,6.83285e+06,2.52172e+06,9.35457e+06,2446.22
712200,ADA,46811,1,203713,22055,225768,1.47115
712210,BTC,-2326,62721.4,-3.27534e+06,331714,-2.94363e+06,62578.8
712210,ETH,37861,2379.61,6.83285e+06,2.48784e+06,9.32069e+06,2445.32
712210,ADA,46808,1,203716,22016.1,225732,1.47035
712220,BTC,-2326,62721.4,-3.27534e+06,366023,-2.90932e+06,62564
712220,ETH,37861,2379.61,6.83285e+06,2.42745e+06,9.2603e+06,2443.72
712220,ADA,46805,1,203719,21958.6,225678,1.46915
712230,BTC,-2329,62721.2,-3.27534e+06,341429,-2.93391e+06,62574.6
712230,ETH,37858,2379.61,6.83305e+06,2.50752e+06,9.34057e+06,2445.85
712230,ADA,46802,1,203722,21992.3,225714,1.4699
712240,BTC,-2341,62720.4,-3.27534e+06,384094,-2.89125e+06,62556.3
712240,ETH,37867,2379.62,6.83305e+06,2.48067e+06,9.31372e+06,2445.14
712240,ADA,46805,1,203722,21974.9,225697,1.4695
712250,BTC,-2332,62720.4,-3.27379e+06,386384,-2.88741e+06,62554.7
712250,ETH,37876,2379.64,6.83305e+06,2.51859e+06,9.35164e+06,2446.14
712250,ADA,46805,1,203722,21965.6,225688,1.4693
712260,BTC,-2353,62718.8,-3.2733e+06,375039,-2.89826e+06,62559.4
712260,ETH,37882,2379.65,6.83305e+06,2.51708e+06,9.35013e+06,2446.1
712260,ADA,46805,1,203725,21963.2,225688,1.46925
712270,BTC,-2356,62718.6,-3.2733e+06,393818,-2.87949e+06,62551.4
712270,ETH,37879,2379.65,6.83325e+06,2.51025e+06,9.3435e+06,2445.92
712270,ADA,46802,1,203728,21989.9,225718,1.46985
712280,BTC,-2356,62718.6,-3.2733e+06,382827,-2.89048e+06,62556.1
712280,ETH,37870,2379.65,6.83407e+06,2.47349e+06,9.30756e+06,2444.97
712280,ADA,46799,1,203731,21946.4,225677,1.46895
712290,BTC,-2356,62718.6,-3.2733e+06,388434,-2.88487e+06,62553.7
712290,ETH,37873,2379.66,6.83407e+06,2.49735e+06,9.33142e+06,2445.6
712290,ADA,46796,1,203734,21961.4,225695,1.4693
712300,BTC,-2383,62716.5,-3.2733e+06,467573,-2.80573e+06,62520.3
712300,ETH,37870,2379.66,6.83427e+06,2.44679e+06,9.28105e+06,2444.27
712300,ADA,46793,1,203737,21927.2,225664,1.4686
712310,BTC,-2395,62715.5,-3.2733e+06,470850,-2.80245e+06,62518.9
712310,ETH,37870,2379.66,6.83427e+06,2.41592e+06,9.25019e+06,2443.45
712310,ADA,46793,1,203737,21931.9,225669,1.4687
712320,BTC,-2398,62715.3,-3.2733e+06,459385,-2.81392e+06,62523.7
712320,ETH,37873,2379.66,6.83427e+06,2.40362e+06,9.23788e+06,2443.13
712320,ADA,46796,1,203737,21933.3,225670,1.4687
712330,BTC,-2398,62715.3,-3.2733e+06,361619,-2.91168e+06,62564.5
712330,ETH,37876,2379.67,6.83427e+06,2.39851e+06,9.23278e+06,2442.99
712330,ADA,46793,1,203740,21924.9,225665,1.46855
712340,BTC,-2401,62715.1,-3.2733e+06,378217,-2.89509e+06,62557.6
712340,ETH,37861,2379.67,6.83526e+06,2.37712e+06,9.21237e+06,2442.45
712340,ADA,46799,1,203743,21913.6,225657,1.46825
712350,BTC,-2398,62715.1,-3.27287e+06,343309,-2.92956e+06,62571.9
712350,ETH,37864,2379.67,6.83526e+06,2.38791e+06,9.22317e+06,2442.74
712350,ADA,46793,1,203749,21929.5,225679,1.46865
