tick,symbol,position,avg_price,realized,unrealized,total,mid
226160,ADA,8159,1,53257,1645.26,54902.3,1.20165
226170,BTC,1058,58200.5,-777793,128622,-649171,58322.1
226170,ETH,11701,2068.21,587480,264253,851732,2090.8
226170,ADA,8159,1,53259,1645.26,54904.3,1.20165
226180,BTC,1060,58200.7,-777793,129655,-648138,58323
226180,ETH,11699,2068.21,587525,259645,847170,2090.41
226180,ADA,8161,1,53259,1645.67,54904.7,1.20165
226190,BTC,1062,58200.9,-777793,127940,-649853,58321.4
226190,ETH,11697,2068.21,587571,259601,847171,2090.41
226190,ADA,8163,1,53259,1646.48,54905.5,1.2017
226200,BTC,1062,58200.9,-777793,129294,-648499,58322.7
226200,ETH,11706,2068.22,587571,256187,843758,2090.11
226200,ADA,8170,1,53261,1648.3,54909.3,1.20175
226210,BTC,1060,58200.9,-777545,129734,-647810,58323.3
226210,ETH,11708,2068.23,587571,236290,823860,2088.41
226210,ADA,8172,1,53261,1649.11,54910.1,1.2018
226220,BTC,1058,58200.9,-777297,128860,-648436,58322.7
226220,ETH,11696,2068.23,587856,237743,825599,2088.56
226220,ADA,8174,1,53261,1648.7,54909.7,1.2017
226230,BTC,1044,58200.9,-775552,127207,-648344,58322.8
226230,ETH,11694,2068.23,587897,234428,822326,2088.28
226230,ADA,8176,1,53261,1648.69,54909.7,1.20165
226240,BTC,1051,58202,-775304,129377,-645926,58325.1
226240,ETH,11692,2068.23,587939,254499,842438,2089.99
226240,ADA,8174,1,53263,1647.06,54910.1,1.2015
226250,BTC,1049,58202,-775056,129131,-645924,58325.1
226250,ETH,11690,2068.23,587983,252351,840333,2089.82
226250,ADA,8172,1,53265,1646.25,54911.2,1.20145
226260,BTC,1045,58202,-774577,119976,-654602,58316.8
226260,ETH,11694,2068.23,587983,251656,839639,2089.76
226260,ADA,8172,1,53267,1646.25,54913.2,1.20145
226270,BTC,1043,58202,-774347,119746,-654601,58316.8
226270,ETH,11696,2068.24,587983,252420,840403,2089.82
226270,ADA,8170,1,53269,1645.85,54914.8,1.20145
226280,BTC,1045,58202.2,-774347,119739,-654608,58316.8
226280,ETH,11696,2068.24,587983,262479,850461,2090.68
226280,ADA,8172,1,53269,1647.88,54916.9,1.20165
226290,BTC,1031,58202.2,-772704,117846,-654858,58316.5
226290,ETH,11694,2068.24,588028,251734,839762,2089.77
226290,ADA,8170,1,53271,1645.03,54916,1.20135
226300,BTC,1033,58202.4,-772704,118147,-654557,58316.8
226300,ETH,11696,2068.24,588028,253197,841225,2089.89
226300,ADA,8172,1,53271,1645.02,54916,1.2013
226310,BTC,1035,58202.6,-772704,136686,-636018,58334.7
226310,ETH,11694,2068.24,588072,253096,841167,2089.89
226310,ADA,8170,1,53273,1645.44,54918.4,1.2014
226320,BTC,1037,58202.9,-772704,130768,-641936,58329
226320,ETH,11692,2068.24,588117,252935,841053,2089.88
226320,ADA,8158,1,53321,1644.65,54965.7,1.2016
226330,BTC,1035,58202.9,-772448,132436,-640012,58330.9
226330,ETH,11690,2068.24,588161,254763,842923,2090.03
226330,ADA,8160,1,53321,1644.65,54965.6,1.20155
226340,BTC,1033,58202.9,-772180,148444,-623735,58346.6
226340,ETH,11692,2068.25,588161,252309,840470,2089.82
226340,ADA,8158,1,53323,1645.06,54968.1,1.20165
226350,BTC,1029,58202.9,-771603,147869,-623734,58346.6
226350,ETH,11696,2068.25,588161,252550,840711,2089.85
226350,ADA,8162,1,53323,1646.28,54969.3,1.2017
226360,BTC,1031,58203.2,-771603,149398,-622205,58348.1
226360,ETH,11694,2068.25,588204,252507,840711,2089.85
226360,ADA,8160,1,53325,1646.28,54971.3,1.20175
226370,BTC,1029,58203.2,-771328,140815,-630513,58340
226370,ETH,11696,2068.26,588204,252277,840481,2089.82
226370,ADA,8158,1,53327,1645.88,54972.9,1.20175
226380,BTC,1031,58203.4,-771328,132020,-639308,58331.5
226380,ETH,11698,2068.26,588204,234268,822472,2088.28
226380,ADA,8156,1,53329,1645.47,54974.5,1.20175
226390,BTC,1029,58203.4,-771070,130981,-640089,58330.7
226390,ETH,11688,2068.26,588477,230407,818884,2087.98
226390,ADA,8158,1,53329,1644.24,54973.2,1.20155
226400,BTC,1027,58203.4,-770811,131014,-639797,58331
226400,ETH,11690,2068.26,588477,233333,821810,2088.22
226400,ADA,8160,1,53329,1651.18,54980.2,1.20235
226410,BTC,1034,58204.5,-770558,132058,-638500,58332.2
226410,ETH,11692,2068.27,588477,249646,838123,2089.62
226410,ADA,8162,1,53329,1651.58,54980.6,1.20235
226420,BTC,1036,58204.7,-770558,134551,-636007,58334.6
226420,ETH,11690,2068.27,588518,228970,817489,2087.86
226420,ADA,8160,1,53331,1639.34,54970.3,1.2009
226430,BTC,1038,58205,-770558,138078,-632480,58338
226430,ETH,11692,2068.27,588518,236689,825207,2088.51
226430,ADA,8158,1,53333,1639.76,54972.8,1.201
226440,BTC,1042,58205.5,-770558,140626,-629932,58340.4
226440,ETH,11688,2068.27,588601,235556,824157,2088.43
226440,ADA,8154,1,53337,1638.95,54976,1.201
226450,BTC,1042,58205.5,-770558,137156,-633402,58337.1
226450,ETH,11699,2068.29,588601,235599,824200,2088.43
226450,ADA,8152,1,53339,1638.55,54977.6,1.201
226460,BTC,1053,58206.8,-770558,124469,-646089,58325
226460,ETH,11697,2068.29,588643,244331,832974,2089.18
226460,ADA,8142,1,53387,1638.98,55026,1.2013
226470,BTC,1051,58206.8,-770308,130570,-639737,58331
226470,ETH,11699,2068.29,588643,236205,824848,2088.48
226470,ADA,8144,1,53387,1636.94,55023.9,1.201
226480,BTC,1053,58207,-770308,128944,-641363,58329.5
226480,ETH,11701,2068.29,588643,236149,824792,2088.48
226480,ADA,8142,1,53389,1638.58,55027.6,1.20125
226490,BTC,1055,58207.2,-770308,130584,-639723,58331
226490,ETH,11699,2068.29,588684,237513,826197,2088.6
226490,ADA,8140,1,53391,1636.14,55027.1,1.201
226500,BTC,1053,58207.2,-770050,135833,-634217,58336.2
226500,ETH,11701,2068.3,588684,238686,827370,2088.7
226500,ADA,8142,1,53391,1636.95,55027.9,1.20105
226510,BTC,1055,58207.5,-770050,135034,-635016,58335.5
226510,ETH,11703,2068.3,588684,241849,830533,2088.97
226510,ADA,8149,1,53393,1639.17,55032.2,1.20115
226520,BTC,1057,58207.7,-770050,135240,-634810,58335.7
226520,ETH,11701,2068.3,588726,239702,828427,2088.78
226520,ADA,8151,1,53393,1640.8,55033.8,1.2013
226530,BTC,1059,58208,-770050,132473,-637577,58333.1
226530,ETH,11697,2068.3,588808,239503,828311,2088.78
226530,ADA,8151,1,53395,1641.2,55036.2,1.20135
226540,BTC,1066,58209,-769786,140168,-629618,58340.5
226540,ETH,11699,2068.3,588808,239506,828315,2088.78
226540,ADA,8149,1,53397,1639.58,55036.6,1.2012
226550,BTC,1064,58209,-769530,137362,-632168,58338.1
226550,ETH,11701,2068.31,588808,239510,828318,2088.78
226550,ADA,8151,1,53397,1640.39,55037.4,1.20125
226560,BTC,1066,58209.2,-769530,131980,-637550,58333
226560,ETH,11703,2068.31,588808,239513,828322,2088.78
226560,ADA,8149,1,53399,1638.36,55037.4,1.20105
226570,BTC,1064,58209.2,-769280,131733,-637548,58333
226570,ETH,11701,2068.31,588850,235377,824227,2088.43
226570,ADA,8151,1,53399,1637.13,55036.1,1.20085
226580,BTC,1062,58209.2,-769031,131485,-637546,58333
226580,ETH,11699,2068.31,588891,235337,824228,2088.43
226580,ADA,8149,1,53401,1635.91,55036.9,1.20075
226590,BTC,1060,58209.2,-768781,131237,-637544,58333
226590,ETH,11701,2068.31,588891,235340,824231,2088.43
226590,ADA,8147,1,53403,1634.7,55037.7,1.20065
226600,BTC,1062,58209.4,-768781,141658,-627123,58342.8
226600,ETH,11699,2068.31,588933,235300,824232,2088.43
226600,ADA,8145,1,53405,1635.92,55040.9,1.20085
226610,BTC,1064,58209.7,-768781,154829,-613952,58355.2
226610,ETH,11701,2068.32,588933,258178,847110,2090.38
226610,ADA,8143,1,53407,1638.37,55045.4,1.2012
226620,BTC,1052,58210,-766409,184525,-581883,58385.4
226620,ETH,11701,2068.32,588980,266503,855483,2091.1
226620,ADA,8156,1,53407,1643.43,55050.4,1.2015
226630,BTC,1054,58210.4,-766409,184950,-581459,58385.8
226630,ETH,11703,2068.32,588980,274990,863969,2091.82
226630,ADA,8156,1,53407,1643.43,55050.4,1.2015
226640,BTC,1056,58210.7,-766409,184964,-581445,58385.8
226640,ETH,11705,2068.33,588980,255216,844196,2090.13
226640,ADA,8158,1,53407,1641.8,55048.8,1.20125
226650,BTC,1058,58211,-766409,187501,-578908,58388.2
226650,ETH,11707,2068.33,588980,254633,843613,2090.08
226650,ADA,8160,1,53407,1643.83,55050.8,1.20145
226660,BTC,1060,58211.4,-766409,187504,-578905,58388.2
226660,ETH,11705,2068.33,589025,257106,846131,2090.3
226660,ADA,8158,1,53409,1642.21,55051.2,1.2013
226670,BTC,1048,58211.4,-764169,192350,-571819,58394.9
226670,ETH,11703,2068.33,589071,260339,849409,2090.57
226670,ADA,8169,1,53409,1646.87,55055.9,1.2016
226680,BTC,1046,58211.4,-763780,203478,-560301,58405.9
226680,ETH,11710,2068.34,589116,262385,851501,2090.75
226680,ADA,8171,1,53409,1645.23,55054.2,1.20135
226690,BTC,1046,58211.4,-763780,203478,-560301,58405.9
226690,ETH,11712,2068.35,589116,262857,851972,2090.79
226690,ADA,8178,1,53409,1647.46,55056.5,1.20145
226700,BTC,1055,58212.9,-763780,205845,-557935,58408
226700,ETH,11710,2068.35,589161,265915,855076,2091.06
226700,ADA,8176,1,53411,1647.06,55058.1,1.20145
226710,BTC,1059,58213.7,-763780,205849,-557931,58408
226710,ETH,11706,2068.35,589252,259971,849223,2090.56
226710,ADA,8176,1,53413,1647.06,55060.1,1.20145
226720,BTC,1057,58213.7,-763383,209477,-553906,58411.8
226720,ETH,11708,2068.35,589252,263955,853207,2090.89
226720,ADA,8162,1,53463,1643.01,55106,1.2013
226730,BTC,1055,58213.7,-762952,233947,-529006,58435.4
226730,ETH,11710,2068.35,589252,269168,858419,2091.34
226730,ADA,8160,1,53465,1643.42,55108.4,1.2014
226740,BTC,1041,58213.7,-759540,256440,-503099,58460
226740,ETH,11708,2068.35,589301,288498,877799,2092.99
226740,ADA,8158,1,53467,1646.28,55113.3,1.2018
226750,BTC,1039,58213.7,-759061,259969,-499092,58463.9
226750,ETH,11717,2068.37,589301,277881,867182,2092.09
226750,ADA,8156,1,53469,1645.88,55114.9,1.2018
226760,BTC,1037,58213.7,-758548,255455,-503093,58460
226760,ETH,11719,2068.37,589301,282690,871991,2092.49
226760,ADA,8158,1,53469,1646.28,55115.3,1.2018
226770,BTC,1025,58213.7,-755356,271964,-483392,58479
226770,ETH,11721,2068.38,589301,277008,866309,2092.01
226770,ADA,8160,1,53469,1647.5,55116.5,1.2019
226780,BTC,1036,58216.4,-755356,278762,-476594,58485.5
226780,ETH,11723,2068.38,589301,279882,869183,2092.26
226780,ADA,8162,1,53469,1647.91,55116.9,1.2019
226790,BTC,1038,58216.9,-755356,284495,-470861,58491
226790,ETH,11725,2068.38,589301,288444,877745,2092.99
226790,ADA,8164,1,53469,1647.9,55116.9,1.20185
226800,BTC,1038,58217.4,-754807,284938,-469869,58491.9
226800,ETH,11725,2068.39,589350,288516,877866,2092.99
226800,ADA,8168,1,53469,1648.71,55117.7,1.20185
226810,BTC,1036,58217.4,-754244,291693,-462551,58499
226810,ETH,11727,2068.39,589350,288520,877870,2092.99
226810,ADA,8170,1,53469,1649.52,55118.5,1.2019
226820,BTC,1034,58217.4,-753681,291129,-462551,58499
226820,ETH,11725,2068.39,589402,290816,880217,2093.2
226820,ADA,8172,1,53469,1649.11,55118.1,1.2018
226830,BTC,1036,58218,-753681,291133,-462547,58499
226830,ETH,11723,2068.39,589453,297624,887077,2093.78
226830,ADA,8174,1,53469,1650.33,55119.3,1.2019
226840,BTC,1038,58218.5,-753681,291137,-462543,58499
226840,ETH,11721,2068.39,589504,298335,887839,2093.85
226840,ADA,8172,1,53471,1650.34,55121.3,1.20195
226850,BTC,1040,58219.1,-753681,291141,-462539,58499
226850,ETH,11723,2068.4,589504,295994,885498,2093.64
226850,ADA,8170,1,53473,1650.34,55123.3,1.202
226860,BTC,1038,58219.1,-753121,290582,-462539,58499
226860,ETH,11721,2068.4,589555,295827,885382,2093.64
226860,ADA,8172,1,53473,1649.11,55122.1,1.2018
226870,BTC,1036,58219.1,-752561,290022,-462539,58499
226870,ETH,11719,2068.4,589606,295776,885383,2093.64
226870,ADA,8174,1,53473,1649.92,55122.9,1.20185
226880,BTC,1034,58219.1,-752001,289462,-462539,58499
226880,ETH,11717,2068.4,589658,300178,889836,2094.02
226880,ADA,8176,1,53473,1650.73,55123.7,1.2019
226890,BTC,1030,58219.1,-750881,288342,-462539,58499
226890,ETH,11717,2068.4,589709,297788,887496,2093.82
226890,ADA,8176,1,53475,1645.83,55120.8,1.2013
226900,BTC,1032,58219.6,-750881,288346,-462535,58499
226900,ETH,11715,2068.4,589760,296565,886325,2093.72
226900,ADA,8174,1,53477,1645.43,55122.4,1.2013
226910,BTC,1034,58220.1,-750881,288350,-462531,58499
226910,ETH,11713,2068.4,589813,303308,893121,2094.3
226910,ADA,8176,1,53477,1646.65,55123.6,1.2014
226920,BTC,1036,58220.7,-750881,289388,-461493,58500
226920,ETH,11711,2068.4,589866,302319,892186,2094.22
226920,ADA,8174,1,53479,1647.47,55126.5,1.20155
226930,BTC,1038,58221.2,-750881,289392,-461489,58500
226930,ETH,11713,2068.4,589866,305601,895468,2094.49
226930,ADA,8172,1,53481,1649.93,55130.9,1.2019
226940,BTC,1040,58221.7,-750881,289396,-461485,58500
226940,ETH,11715,2068.41,589866,307303,897170,2094.64
226940,ADA,8170,1,53483,1649.93,55132.9,1.20195
226950,BTC,1042,58222.3,-750881,289400,-461481,58500
226950,ETH,11726,2068.43,589866,313261,903127,2095.14
226950,ADA,8168,1,53485,1649.53,55134.5,1.20195
226960,BTC,1040,58222.3,-750326,287804,-462521,58499
226960,ETH,11737,2068.45,589866,309554,899420,2094.82
226960,ADA,8166,1,53487,1647.9,55134.9,1.2018
226970,BTC,1042,58222.8,-750326,270484,-479842,58482.4
226970,ETH,11739,2068.46,589866,298757,888624,2093.91
226970,ADA,8164,1,53489,1652.8,55141.8,1.20245
226980,BTC,1046,58223.7,-750326,260614,-489712,58472.9
226980,ETH,11752,2068.48,589866,313477,903344,2095.16
226980,ADA,8160,1,53493,1664.64,55157.6,1.204
226990,BTC,1044,58223.7,-749845,250814,-499032,58464
226990,ETH,11750,2068.48,589921,314188,904109,2095.22
226990,ADA,8158,1,53495,1660.15,55155.2,1.2035
227000,BTC,1046,58224.2,-749845,229027,-520818,58443.1
227000,ETH,11752,2068.48,589921,297447,887369,2093.8
227000,ADA,8160,1,53495,1659.34,55154.3,1.20335
227010,BTC,1046,58224.2,-749845,207375,-542470,58422.4
227010,ETH,11750,2068.48,589973,296457,886429,2093.72
227010,ADA,8162,1,53495,1660.56,55155.6,1.20345
227020,BTC,1044,58224.2,-749448,206979,-542469,58422.4
227020,ETH,11748,2068.48,590024,295584,885607,2093.64
227020,ADA,8164,1,53495,1659.33,55154.3,1.20325
227030,BTC,1046,58224.5,-749448,206982,-542466,58422.4
227030,ETH,11746,2068.48,590075,295534,885608,2093.64
227030,ADA,8162,1,53497,1652.8,55149.8,1.2025
227040,BTC,1053,58226.1,-749051,201427,-547624,58417.4
227040,ETH,11748,2068.49,590075,290250,880325,2093.2
227040,ADA,8164,1,53497,1649.54,55146.5,1.20205
227050,BTC,1051,58226.1,-748669,176871,-571798,58394.4
227050,ETH,11750,2068.49,590075,288843,878917,2093.07
227050,ADA,8166,1,53497,1638.1,55135.1,1.2006
227060,BTC,1053,58226.5,-748669,176874,-571795,58394.4
227060,ETH,11748,2068.49,590126,278455,868581,2092.2
227060,ADA,8166,1,53497,1637.28,55134.3,1.2005
227070,BTC,1053,58226.8,-748332,176541,-571791,58394.4
227070,ETH,11748,2068.5,590175,277470,867645,2092.11
227070,ADA,8170,1,53497,1636.04,55133,1.20025
227080,BTC,1055,58227.1,-748332,176544,-571788,58394.4
227080,ETH,11746,2068.5,590224,276131,866355,2092.01
227080,ADA,8168,1,53499,1637.28,55136.3,1.20045
227090,BTC,1057,58227.4,-748332,180397,-567935,58398.1
227090,ETH,11744,2068.5,590271,271504,861775,2091.61
227090,ADA,8166,1,53501,1636.06,55137.1,1.20035
227100,BTC,1059,58227.7,-748332,183477,-564855,58401
227100,ETH,11751,2068.51,590318,272087,862404,2091.66
227100,ADA,8168,1,53501,1636.87,55137.9,1.2004
227110,BTC,1061,58228.1,-748332,183608,-564724,58401.1
227110,ETH,11753,2068.51,590318,276086,866404,2092.01
227110,ADA,8170,1,53501,1636.04,55137,1.20025
227120,BTC,1063,58228.4,-748332,218741,-529591,58434.2
227120,ETH,11755,2068.52,590318,276088,866406,2092.01
227120,ADA,8172,1,53501,1636.03,55137,1.2002
227130,BTC,1065,58228.8,-748332,219945,-528387,58435.3
227130,ETH,11743,2068.52,590671,298823,889494,2093.97
227130,ADA,8174,1,53501,1642.97,55144,1.201
227140,BTC,1063,58228.8,-747918,222211,-525707,58437.9
227140,ETH,11741,2068.52,590722,298948,889670,2093.98
227140,ADA,8176,1,53501,1640.51,55141.5,1.20065
227150,BTC,1061,58228.8,-747500,219119,-528381,58435.3
227150,ETH,11743,2068.52,590722,296192,886915,2093.74
227150,ADA,8178,1,53501,1639.69,55140.7,1.2005
227160,BTC,1059,58228.8,-747085,218706,-528379,58435.3
227160,ETH,11750,2068.54,590773,295832,886605,2093.72
227160,ADA,8178,1,53503,1640.92,55143.9,1.20065
227170,BTC,1061,58229.2,-747085,218528,-528557,58435.2
227170,ETH,11750,2068.54,590773,285551,876324,2092.84
227170,ADA,8180,1,53503,1641.73,55144.7,1.2007
227180,BTC,1063,58229.6,-747085,218531,-528555,58435.2
227180,ETH,11748,2068.54,590822,284621,875443,2092.77
227180,ADA,8182,1,53503,1642.13,55145.1,1.2007
227190,BTC,1061,58229.6,-746672,218120,-528553,58435.2
227190,ETH,11746,2068.54,590871,283163,874034,2092.64
227190,ADA,8180,1,53505,1641.32,55146.3,1.20065
227200,BTC,1059,58229.6,-746260,217708,-528551,58435.2
227200,ETH,11744,2068.54,590920,285053,875973,2092.81
227200,ADA,8182,1,53505,1642.13,55147.1,1.2007
227210,BTC,1057,58229.6,-745847,217128,-528719,58435
227210,ETH,11746,2068.54,590920,282531,873451,2092.6
227210,ADA,8180,1,53507,1641.73,55148.7,1.2007
227220,BTC,1045,58229.6,-743598,189442,-554156,58410.9
227220,ETH,11748,2068.55,590920,278540,869460,2092.26
227220,ADA,8182,1,53507,1641.72,55148.7,1.20065
227230,BTC,1043,58229.6,-743239,178957,-564282,58401.2
227230,ETH,11750,2068.55,590920,278542,869462,2092.26
227230,ADA,8180,1,53509,1641.73,55150.7,1.2007
227240,BTC,1045,58229.9,-743239,178782,-564457,58401
227240,ETH,11748,2068.55,590967,263340,854307,2090.97
227240,ADA,8178,1,53511,1640.51,55151.5,1.2006
227250,BTC,1045,58230.2,-742897,171653,-571244,58394.5
227250,ETH,11761,2068.57,590967,262560,853527,2090.89
227250,ADA,8178,1,53513,1639.28,55152.3,1.20045
227260,BTC,1043,58230.2,-742573,168174,-574399,58391.5
227260,ETH,11759,2068.57,591012,260281,851293,2090.7
227260,ADA,8180,1,53513,1639.68,55152.7,1.20045
227270,BTC,1045,58230.5,-742573,168177,-574396,58391.5
227270,ETH,11768,2068.58,591012,260324,851335,2090.7
227270,ADA,8178,1,53515,1638.87,55153.9,1.2004
227280,BTC,1047,58230.8,-742573,168180,-574393,58391.5
227280,ETH,11770,2068.59,591012,261151,852163,2090.78
227280,ADA,8180,1,53515,1639.68,55154.7,1.20045
227290,BTC,1045,58230.8,-742251,167859,-574392,58391.5
227290,ETH,11768,2068.59,591057,261107,852163,2090.78
227290,ADA,8178,1,53517,1640.1,55157.1,1.20055
227300,BTC,1043,58230.8,-741929,167538,-574391,58391.5
227300,ETH,11766,2068.59,591103,263415,854519,2090.97
227300,ADA,8176,1,53519,1636.43,55155.4,1.20015
227310,BTC,1045,58231.1,-741929,150058,-591871,58374.7
227310,ETH,11768,2068.59,591103,261183,852287,2090.78
227310,ADA,8178,1,53519,1637.24,55156.2,1.2002
227320,BTC,1043,58231.1,-741643,143909,-597734,58369.1
227320,ETH,11766,2068.59,591148,257727,848875,2090.49
227320,ADA,8180,1,53519,1632.73,55151.7,1.1996
227330,BTC,1019,58231.1,-738214,141520,-596695,58370
227330,ETH,11768,2068.59,591148,253964,845112,2090.18
227330,ADA,8182,1,53519,1633.13,55152.1,1.1996
227340,BTC,1026,58232.3,-737943,138830,-599113,58367.6
227340,ETH,11768,2068.6,591191,242332,833523,2089.19
227340,ADA,8189,1,53521,1632.89,55153.9,1.1994
227350,BTC,1021,58233.4,-736080,132067,-604013,58362.8
227350,ETH,11770,2068.6,591191,244865,836056,2089.41
227350,ADA,8191,1,53521,1634.1,55155.1,1.1995
227360,BTC,1023,58233.7,-736080,133540,-602540,58364.2
227360,ETH,11772,2068.6,591191,244868,836059,2089.41
227360,ADA,8189,1,53523,1632.48,55155.5,1.19935
227370,BTC,1021,58233.7,-735793,149115,-586679,58379.7
227370,ETH,11770,2068.6,591234,244708,835942,2089.39
227370,ADA,8196,1,53525,1632.64,55157.6,1.1992
227380,BTC,1023,58234,-735793,157098,-578695,58387.5
227380,ETH,11756,2068.6,591569,244887,836457,2089.43
227380,ADA,8194,1,53527,1635.11,55162.1,1.19955
227390,BTC,1021,58234,-735467,173984,-561483,58404.4
227390,ETH,11758,2068.61,591569,245655,837224,2089.5
227390,ADA,8196,1,53527,1639.2,55166.2,1.2
227400,BTC,1032,58235.7,-735467,168269,-567198,58398.8
227400,ETH,11760,2068.61,591569,247010,838579,2089.61
227400,ADA,8198,1,53527,1636.73,55163.7,1.19965
227410,BTC,1032,58235.7,-735467,169564,-565903,58400
227410,ETH,11762,2068.61,591569,247013,838583,2089.61
227410,ADA,8196,1,53529,1637.97,55167,1.19985
227420,BTC,1034,58236,-735467,169566,-565901,58400
227420,ETH,11760,2068.61,591612,246971,838583,2089.61
227420,ADA,8198,1,53529,1638.78,55167.8,1.1999
227430,BTC,1034,58236.3,-735082,198844,-536237,58428.6
227430,ETH,11760,2068.62,591655,251048,842703,2089.97
227430,ADA,8202,1,53529,1640.4,55169.4,1.2
227440,BTC,1032,58236.3,-734696,198460,-536237,58428.6
227440,ETH,11762,2068.62,591655,269044,860699,2091.49
227440,ADA,8204,1,53529,1645.31,55174.3,1.20055
227450,BTC,1034,58236.7,-734696,198463,-536233,58428.6
227450,ETH,11760,2068.62,591700,255592,847292,2090.36
227450,ADA,8202,1,53531,1644.09,55175.1,1.20045
227460,BTC,1032,58236.7,-734312,192604,-541707,58423.3
227460,ETH,11762,2068.62,591700,258359,850059,2090.59
227460,ADA,8204,1,53531,1646.13,55177.1,1.20065
227470,BTC,1034,58237.1,-734312,193901,-540411,58424.6
227470,ETH,11760,2068.62,591744,258962,850706,2090.64
227470,ADA,8206,1,53531,1649,55180,1.20095
227480,BTC,1036,58237.4,-734312,193251,-541061,58424
227480,ETH,11762,2068.63,591744,259200,850945,2090.66
227480,ADA,8208,1,53531,1650.63,55181.6,1.2011
227490,BTC,1034,58237.4,-733939,192444,-541495,58423.5
227490,ETH,11773,2068.64,591744,257833,849577,2090.55
227490,ADA,8210,1,53531,1652.67,55183.7,1.2013
227500,BTC,1036,58237.8,-733939,186660,-547279,58418
227500,ETH,11775,2068.65,591744,258013,849757,2090.56
227500,ADA,8208,1,53533,1653.5,55186.5,1.20145
227510,BTC,1038,58238.1,-733939,171748,-562191,58403.6
227510,ETH,11777,2068.65,591744,253246,844990,2090.16
227510,ADA,8206,1,53535,1655.15,55190.2,1.2017
227520,BTC,1038,58238.4,-733607,171420,-562187,58403.6
227520,ETH,11777,2068.66,591789,253205,844994,2090.16
227520,ADA,8206,1,53537,1655.56,55192.6,1.20175
227530,BTC,1036,58238.4,-733276,171090,-562186,58403.6
227530,ETH,11779,2068.66,591789,253208,844997,2090.16
227530,ADA,8208,1,53537,1655.96,55193,1.20175
227540,BTC,1034,58238.4,-732945,170760,-562185,58403.6
227540,ETH,11777,2068.66,591834,255932,847766,2090.39
227540,ADA,8206,1,53539,1651.46,55190.5,1.20125
227550,BTC,1036,58238.8,-732945,170763,-562182,58403.6
227550,ETH,11775,2068.66,591879,255535,847414,2090.36
227550,ADA,8206,1,53539,1651.87,55190.9,1.2013
227560,BTC,1034,58238.8,-732614,170433,-562181,58403.6
227560,ETH,11777,2068.66,591879,255479,847358,2090.36
227560,ADA,8204,1,53541,1649.41,55190.4,1.20105
227570,BTC,1036,58239.1,-732614,170436,-562178,58403.6
227570,ETH,11779,2068.67,591879,253362,845240,2090.18
227570,ADA,8206,1,53541,1650.23,55191.2,1.2011
227580,BTC,1034,58239.1,-732284,171120,-561164,58404.6
227580,ETH,11781,2068.67,591879,254071,845950,2090.24
227580,ADA,8208,1,53541,1651.45,55192.4,1.2012
227590,BTC,1036,58239.4,-732284,174070,-558214,58407.4
227590,ETH,11783,2068.67,591879,252249,844128,2090.08
227590,ADA,8210,1,53541,1652.67,55193.7,1.2013
227600,BTC,1034,58239.4,-731947,169774,-562173,58403.6
227600,ETH,11781,2068.67,591923,251087,843010,2089.99
227600,ADA,8212,1,53541,1651.43,55192.4,1.2011
227610,BTC,1034,58239.7,-731632,162077,-569556,58396.5
227610,ETH,11781,2068.68,591966,248692,840658,2089.78
227610,ADA,8208,1,53545,1642.83,55187.8,1.20015
227620,BTC,1034,58239.7,-731632,156142,-575491,58390.7
227620,ETH,11779,2068.68,592009,247825,839834,2089.72
227620,ADA,8206,1,53547,1639.15,55186.1,1.19975
227630,BTC,1032,58239.7,-731330,154091,-577239,58389
227630,ETH,11781,2068.68,592009,247829,839837,2089.72
227630,ADA,8208,1,53547,1639.55,55186.5,1.19975
227640,BTC,1034,58240,-731330,176752,-554578,58411
227640,ETH,11783,2068.68,592009,251132,843140,2089.99
227640,ADA,8206,1,53549,1638.33,55187.3,1.19965
227650,BTC,1032,58240,-730998,171518,-559479,58406.2
227650,ETH,11792,2068.7,592009,266901,858909,2091.33
227650,ADA,8204,1,53551,1639.98,55191,1.1999
227660,BTC,1030,58240,-730660,176068,-554592,58411
227660,ETH,11794,2068.7,592009,267316,859325,2091.36
227660,ADA,8204,1,53551,1637.11,55188.1,1.19955
227670,BTC,1032,58240.4,-730660,179868,-550792,58414.7
227670,ETH,11796,2068.7,592009,267437,859446,2091.38
227670,ADA,8202,1,53553,1635.89,55188.9,1.19945
227680,BTC,1030,58240.4,-730307,179071,-551235,58414.2
227680,ETH,11786,2068.71,592324,267993,860317,2091.45
227680,ADA,8200,1,53555,1635.49,55190.5,1.19945
227690,BTC,1028,58240.4,-729959,184465,-545494,58419.8
227690,ETH,11784,2068.71,592371,268595,860966,2091.5
227690,ADA,8202,1,53555,1632.61,55187.6,1.19905
227700,BTC,1028,58240.7,-729583,192836,-536747,58428.3
227700,ETH,11782,2068.71,592417,268962,861379,2091.53
227700,ADA,8202,1,53557,1632.61,55189.6,1.19905
227710,BTC,1030,58241.1,-729583,193189,-536394,58428.6
227710,ETH,11780,2068.71,592466,285055,877521,2092.91
227710,ADA,8192,1,53605,1632.67,55237.7,1.1993
227720,BTC,1028,58241.1,-729191,202621,-526570,58438.2
227720,ETH,11778,2068.71,592516,286656,879172,2093.05
227720,ADA,8190,1,53607,1631.04,55238,1.19915
227730,BTC,1026,58241.1,-728795,202227,-526568,58438.2
227730,ETH,11771,2068.71,592771,292618,885389,2093.57
