tick,symbol,real_mid,real_spread,real_bidDepth,real_askDepth,engine_bestBid,engine_bestAsk
15650,ETH,1985.8,0.34,0,247.98,1999,2002
15650,ADA,1.1859,0.001,0,0,1,2
15660,BTC,56453.1,0.01,0,0,56438,56454
15660,ETH,1984.07,0.14,0,410.65,1999,2002
15660,ADA,1.1856,0.0002,0,0,1,2
15670,BTC,56443.4,0.01,0,0,56442,56454
15670,ETH,1983.06,0.31,0,0,1999,2002
15670,ADA,1.1849,0.0006,0,0,1,2
15680,BTC,56425.8,0.01,0,0,56438,56454
15680,ETH,1981.26,0.51,0,0,1999,2002
15680,ADA,1.1849,0.0006,0,0,1,2
15690,BTC,56400,0.01,0,0,56438,56454
15690,ETH,1981.29,0.3,0,706.6,1999,2002
15690,ADA,1.1847,0.0006,0,0,1,2
15700,BTC,56388.6,0.01,0,0,56438,56454
15700,ETH,1981.27,0.29,0,0,1999,2002
15700,ADA,1.18345,0.0007,0,0,1,2
15710,BTC,56387,0.01,0,0,56438,56454
15710,ETH,1981.2,0.39,0,0,1999,2002
15710,ADA,1.184,0.0008,0,0,1,2
15720,BTC,56376.8,11.23,0,37.82,56437,56454
15720,ETH,1980.7,0.01,0,0,1999,2002
15720,ADA,1.1836,0.0006,0,0,1,2
15730,BTC,56376.8,11.23,0,37.82,56437,56454
15730,ETH,1980.61,0.61,0,980.14,1999,2002
15730,ADA,1.18415,0.0001,0,0,1,2
15740,BTC,56387.3,0.01,0,0,56436,56454
15740,ETH,1981.95,0.6,0,80.69,1999,2002
15740,ADA,1.1834,0.0006,0,101.3,1,2
15750,BTC,56433.3,0.01,0,0,56434,56454
15750,ETH,1980,0.54,0,96.51,1999,2002
15750,ADA,1.1835,0.0004,0,0,1,2
15760,BTC,56406.1,0.01,0,0,56434,56454
15760,ETH,1979.61,0.47,10846.5,0,1999,2002
15760,ADA,1.1825,0.0004,0,295.78,1,2
15770,BTC,56393.7,0.01,0,0,56434,56454
15770,ETH,1980.12,0.05,0,1114.82,1999,2002
15770,ADA,1.18185,0.0001,0,0,1,2
15780,BTC,56380.3,0.01,0,0,56433,56454
15780,ETH,1978.68,0.01,0,0,1999,2002
15780,ADA,1.1823,0.0006,0,0,1,2
15790,BTC,56365.3,0.01,0,0,56433,56454
15790,ETH,1977.55,0.01,0,0,1999,2002
15790,ADA,1.1815,0.0006,0,0,1,2
15800,BTC,56350.7,0.01,0,0,56433,56454
15800,ETH,1977.01,0.01,0,0,1999,2002
15800,ADA,1.1812,0.0006,0,489.96,1,2
15810,BTC,56334.6,0.01,0,0,56433,56454
15810,ETH,1977.09,0.5,0,23.41,1999,2002
15810,ADA,1.181,0.0006,0,294.18,1,2
15820,BTC,56317.3,0.01,0,17973.4,56431,56454
15820,ETH,1976.28,0.01,0,0,1999,2002
15820,ADA,1.18145,0.0005,0,0,1,2
15830,BTC,56320,0.01,0,0,56431,56454
15830,ETH,1976.3,0.01,0,0,1998,2002
15830,ADA,1.1809,0.0004,0,0,1,2
15840,BTC,56316.2,0.01,0,18.42,56431,56454
15840,ETH,1976.28,0.01,0,0,1998,2002
15840,ADA,1.18155,0.0003,0,0,1,2
15850,BTC,56316.2,0.01,0,0,56431,56454
15850,ETH,1977.5,0.28,0,0,1998,2002
15850,ADA,1.1815,0.0004,0,0,1,2
15860,BTC,56339,0.01,0,0,56430,56454
15860,ETH,1976.62,0.64,0,1096.81,1998,2002
15860,ADA,1.18065,0.0003,0,0,1,2
15870,BTC,56321.6,0.01,0,0,56430,56454
15870,ETH,1975.93,0.72,0,0,1998,2002
15870,ADA,1.18145,0.0005,0,0,1,2
15880,BTC,56320.7,1.75,0,0,56430,56454
15880,ETH,1976.98,0.35,0,0,1998,2002
15880,ADA,1.1822,0.0008,0,0,1,2
15890,BTC,56338.7,0.01,0,0,56430,56454
15890,ETH,1978.03,0.68,0,0,1998,2002
15890,ADA,1.181,0.0006,0,0,1,2
15900,BTC,56359.7,0.01,0,18.43,56424,56454
15900,ETH,1977.32,0.32,0,0,1998,2002
15900,ADA,1.1817,0.0004,0,0,1,2
15910,BTC,56346.7,0.01,0,0,56424,56454
15910,ETH,1977.6,0.56,0,490.39,1998,2002
15910,ADA,1.18135,0.0001,0,0,1,2
15920,BTC,56346.7,0.01,0,0,56424,56454
15920,ETH,1978.55,0.45,0,0,1998,2002
15920,ADA,1.18305,0.0009,0,0,1,2
15930,BTC,56355.4,0.01,0,0,56424,56454
15930,ETH,1980.27,0.46,0,196.29,1998,2002
15930,ADA,1.18255,0.0011,0,0,1,2
15940,BTC,56400.8,6.89,16212,490.71,56412,56454
15940,ETH,1980.04,0.01,0,0,1998,2002
15940,ADA,1.18275,0.0009,0,0,1,2
15950,BTC,56388,0.01,0,0,56410,56454
15950,ETH,1981.19,0.01,0,23.71,1998,2002
15950,ADA,1.1826,0.0008,0,96.52,1,2
15960,BTC,56405.1,0.01,1050.67,0,56408,56410
15960,ETH,1981.19,0.01,0,0,1998,2002
15960,ADA,1.1824,0.0006,0,8.97,1,2
15970,BTC,56423.5,0.01,0,0,56408,56410
15970,ETH,1982.18,0.21,0,0,1998,2002
15970,ADA,1.1821,0.0002,0,0,1,2
15980,BTC,56423.5,0.01,0,0,56408,56410
15980,ETH,1980.12,0.21,0,0,1998,2002
15980,ADA,1.1834,0.0004,0,0,1,2
15990,BTC,56423.5,0.01,0,0,56408,56410
15990,ETH,1982.24,0.19,0,0,1998,2002
15990,ADA,1.18455,0.0007,0,0,1,2
16000,BTC,56464.1,0.01,0,0,56408,56410
16000,ETH,1982.43,0.57,0,0,1998,2002
16000,ADA,1.18295,0.0007,0,47.73,1,2
16010,BTC,56466.2,0.01,0,0,56408,56410
16010,ETH,1976.59,0.31,0,0,1998,2002
16010,ADA,1.1836,0.0004,0,0,1,2
16020,BTC,56463.6,0.01,0,231.55,56408,56410
16020,ETH,1976.01,0.01,0,922.21,1998,2002
16020,ADA,1.18375,0.0005,0,0,1,2
16030,BTC,56430,0.01,0,0,56429,56454
16030,ETH,1977.8,0.63,0,0,1998,2002
16030,ADA,1.1835,0.0008,0,167.15,1,2
16040,BTC,56464.2,0.01,0,0,56429,56467
16040,ETH,1977.8,0.63,0,0,1998,2002
16040,ADA,1.18255,0.0009,0,0,1,2
16050,BTC,56464.2,0.01,0,0,56429,56465
16050,ETH,1975.01,0.01,0,0,1998,2002
16050,ADA,1.18365,0.0005,0,11.01,1,2
16060,BTC,56464.2,0.01,0,0,56429,56465
16060,ETH,1974.74,0.64,0,0,1998,2002
16060,ADA,1.18305,0.0011,0,0,1,2
16070,BTC,56400,0.01,0,2357.94,56429,56465
16070,ETH,1974.14,0.44,0,96.48,1998,2002
16070,ADA,1.1807,0.0004,0,0,1,2
16080,BTC,56439.4,0.01,0,0,56429,56465
16080,ETH,1970.88,0.34,0,0,1998,2002
16080,ADA,1.1814,0.0006,0,0,1,2
16090,BTC,56358.1,0.01,0,560.64,56438,56465
16090,ETH,1971.49,0.01,0,0,1998,2002
16090,ADA,1.1816,0.001,0,0,1,2
16100,BTC,56379.2,0.01,0,0,56429,56465
16100,ETH,1965.12,0.23,0,152.47,1998,2002
16100,ADA,1.1802,0.0008,0,0,1,2
16110,BTC,56302.8,0.01,0,99.5,56429,56465
16110,ETH,1966.83,0.14,0,0,1998,2002
16110,ADA,1.17915,0.0007,0,100,1,2
16120,BTC,56307.4,0.01,0,1887.85,56429,56465
16120,ETH,1965.7,0.89,0,0,1998,2002
16120,ADA,1.1781,0.0008,0,0,1,2
16130,BTC,56291,0.01,0,13955.8,56407,56465
16130,ETH,1963.56,0.95,0,0,1998,2002
16130,ADA,1.17885,0.0001,0,18.4,1,2
16140,BTC,56242.9,0.64,59.37,0,56404,56465
16140,ETH,1963.65,0.65,0,0,1998,2002
16140,ADA,1.17935,0.0011,0,0,1,2
16150,BTC,56279.3,0.01,0,0,56404,56465
16150,ETH,1962.76,0.65,0,0,1998,2002
16150,ADA,1.17775,0.0001,0,0,1,2
16160,BTC,56286,0.01,0,0,56404,56465
16160,ETH,1961.37,0.22,0,0,1998,2002
16160,ADA,1.17745,0.0011,0,0,1,2
16170,BTC,56208,0.01,0,95.57,56404,56465
16170,ETH,1961.99,0.01,0,0,1998,2002
16170,ADA,1.1777,0.001,0,0,1,2
16180,BTC,56248.6,0.01,1813.17,0,56397,56465
16180,ETH,1961.97,0.01,0,0,1998,2002
16180,ADA,1.17815,0.0001,0,0,1,2
16190,BTC,56257.8,0.01,0,0,56397,56465
16190,ETH,1962.28,0.02,0,0,1998,2002
16190,ADA,1.18025,0.0009,0,0,1,2
16200,BTC,56328.1,19.4,0,0,56392,56465
16200,ETH,1966.63,1.05,10.06,0,1997,2002
16200,ADA,1.1806,0.0008,0,0,1,2
16210,BTC,56357.3,0.01,0,0,56387,56465
16210,ETH,1968.96,0.68,0,0,1997,2002
16210,ADA,1.1828,0.0008,0,402.05,1,2
16220,BTC,56336.4,0.01,0,0,56387,56465
16220,ETH,1970.72,0.23,0,0,1997,2002
16220,ADA,1.18225,0.0009,0,0,1,2
16230,BTC,56405.4,0.01,0,0,56373,56465
16230,ETH,1970.84,0.03,0,0,1997,2002
16230,ADA,1.1839,0.0008,0,0,1,2
16240,BTC,56383.7,0.01,0,0,56373,56398
16240,ETH,1973.59,0.82,0,0,1997,2002
16240,ADA,1.18385,0.0001,0,0,1,2
16250,BTC,56428.3,0.01,0,0,56373,56398
16250,ETH,1973.58,0.35,0,0,1997,2002
16250,ADA,1.1842,0.0006,0,0,1,2
16260,BTC,56444.1,0.01,0,0,56373,56398
16260,ETH,1972.83,0.5,0,0,1997,2002
16260,ADA,1.18355,0.0005,0,0,1,2
16270,BTC,56429,5.29,0,18.42,56373,56398
16270,ETH,1973.09,0.26,0,196.29,1997,2002
16270,ADA,1.18285,0.0001,0,0,1,2
16280,BTC,56400,0.01,0,0,56373,56398
16280,ETH,1972.35,0.21,0,0,1997,2002
16280,ADA,1.18235,0.0007,0,0,1,2
16290,BTC,56397.1,5.78,0,0,56373,56398
16290,ETH,1972.53,0.42,1596.87,0,1997,2002
16290,ADA,1.18315,0.0009,2852.74,0,1,2
16300,BTC,56385,0.01,0,6962.43,56382,56398
16300,ETH,1972.16,0.32,0,0,1997,2002
16300,ADA,1.18255,0.0009,0,0,1,2
16310,BTC,56379.5,0.01,0,0,56382,56398
16310,ETH,1972.86,0.65,0,0,1997,2002
16310,ADA,1.18285,0.0007,0,0,1,2
16320,BTC,56381.3,3.9,0,0,56382,56398
16320,ETH,1973.99,0.01,0,0,1997,2002
16320,ADA,1.181,0.0006,0,5.91,1,2
16330,BTC,56405.5,5.94,0,0,56382,56398
16330,ETH,1972.34,0.01,0,0,1997,2002
16330,ADA,1.1818,0.0004,0,6.97,1,2
16340,BTC,56380.1,0.01,0,0,56382,56398
16340,ETH,1973.35,0.01,0,0,1997,2002
16340,ADA,1.18205,0.0001,0,0,1,2
16350,BTC,56369.8,0.01,0,0,56382,56398
16350,ETH,1975.13,0.01,0,0,1997,2002
16350,ADA,1.18415,0.0007,0,0,1,2
16360,BTC,56412.4,0.01,0,0,56388,56398
16360,ETH,1977.62,0.16,0,0,1997,2002
16360,ADA,1.18395,0.0005,0,0,1,2
16370,BTC,56416.2,0.01,0,0,56388,56404
16370,ETH,1978.23,0.44,0,0,1997,2002
16370,ADA,1.1847,0.0006,0,0,1,2
16380,BTC,56431.2,0.01,0,0,56388,56404
16380,ETH,1979,0.22,0,0,1997,2002
16380,ADA,1.18525,0.0005,0,0,1,2
16390,BTC,56444,0.01,0,0,56388,56404
16390,ETH,1980.29,0.37,0,237.93,1997,2002
16390,ADA,1.18755,0.0005,0,0,1,2
16400,BTC,56444.8,0.01,0,0,56388,56404
16400,ETH,1980.17,0.58,0,0,1997,2002
16400,ADA,1.18795,0.0009,0,0,1,2
16410,BTC,56500,0.01,0,0,56388,56404
16410,ETH,1981.22,0.01,0,0,1997,2002
16410,ADA,1.18905,0.0001,0,0,1,2
16420,BTC,56493.9,0.01,0,0,56388,56404
16420,ETH,1983.99,0.01,0,0,1997,2002
16420,ADA,1.18905,0.0001,0,0,1,2
16430,BTC,56527.6,0.01,0,605.01,56388,56404
16430,ETH,1983.97,0.01,0,0,1997,2002
16430,ADA,1.19025,0.0001,0,0,1,2
16440,BTC,56509.7,0.01,0,0,56388,56424
16440,ETH,1986.03,0.01,0,0,1997,2002
16440,ADA,1.19145,0.0001,0,0,1,2
16450,BTC,56550,0.01,0,0,56388,56424
16450,ETH,1987.23,0.93,0,245.52,1997,2002
16450,ADA,1.19345,0.0005,0,0,1,2
16460,BTC,56550,0.01,0,0,56388,56424
16460,ETH,1987.95,0.21,0,0,1997,2002
16460,ADA,1.19295,0.0005,0,0,1,2
16470,BTC,56580,0.01,0,0,56388,56424
16470,ETH,1986.22,0.59,0,0,1997,2002
16470,ADA,1.19365,0.0001,0,0,1,2
16480,BTC,56535.7,0.01,0,0,56388,56424
16480,ETH,1987.23,0.01,0,0,1997,2002
16480,ADA,1.1935,0.0004,0,0,1,2
16490,BTC,56550.3,0.01,0,0,56388,56424
16490,ETH,1987.78,0.68,0,0,1997,2002
16490,ADA,1.19355,0.0003,0,175.55,1,2
16500,BTC,56550.3,0.01,0,0,56388,56431
16500,ETH,1988.99,0.19,0,7225.46,1997,2002
16500,ADA,1.1939,0.0002,0,0,1,2
16510,BTC,56580,0.01,1243.52,0,56388,56431
16510,ETH,1989.1,0.01,0,0,1997,2002
16510,ADA,1.19425,0.0001,0,0,1,2
16520,BTC,56600,0.01,0,0,56388,56431
16520,ETH,1989.49,0.32,0,0,1997,2002
16520,ADA,1.196,0.0006,0,0,1,2
16530,BTC,56601,1.96,0,0,56388,56432
16530,ETH,1990.83,0.01,0,0,1997,2002
16530,ADA,1.19555,0.0011,0,0,1,2
16540,BTC,56626.8,0.01,0,0,56388,56465
16540,ETH,1989.24,0.42,0,2136.27,1997,2002
16540,ADA,1.19565,0.0007,0,0,1,2
16550,BTC,56612.6,0.01,0,0,56388,56465
16550,ETH,1989.6,0.21,0,0,1997,2002
16550,ADA,1.19555,0.0005,0,0,1,2
16560,BTC,56637.1,0.01,0,0,56388,56465
16560,ETH,1990.38,0.81,0,830.28,1997,2002
16560,ADA,1.1947,0.0006,0,0,1,2
16570,BTC,56637.1,0.01,0,0,56388,56465
16570,ETH,1990.49,0.01,0,0,1997,2002
16570,ADA,1.19355,0.0011,0,0,1,2
16580,BTC,56640,0.01,0,0,56388,56467
16580,ETH,1988.13,0.01,0,0,1997,2002
16580,ADA,1.19205,0.0011,0,0,1,2
16590,BTC,56630.2,0.01,0,0,56388,56496
16590,ETH,1987.63,0.37,70.32,20.8,1997,2002
16590,ADA,1.19395,0.0013,0,0,1,2
16600,BTC,56601,0.01,0,0,56388,56496
16600,ETH,1989.7,0.01,0,0,1997,2002
16600,ADA,1.19575,0.0007,0,0,1,2
16610,BTC,56630.2,0.01,0,0,56388,56496
16610,ETH,1991.64,0.01,0,0,1997,2002
16610,ADA,1.1965,0.0012,0,0,1,2
16620,BTC,56680,0.01,0,0,56388,56496
16620,ETH,1992.99,0.61,0,0,1997,2002
16620,ADA,1.1974,0.0002,0,0,1,2
16630,BTC,56657.5,0.01,0,0,56388,56496
16630,ETH,1992.76,0.49,0,0,1997,2002
16630,ADA,1.19565,0.0001,0,0,1,2
16640,BTC,56660.2,0.01,0,491.39,56388,56496
16640,ETH,1992.26,0.39,0,196.35,1997,2002
16640,ADA,1.19385,0.0009,0,573.83,1,2
16650,BTC,56629.3,0.01,0,0,56388,56498
16650,ETH,1990.9,0.01,0,0,1997,2002
16650,ADA,1.1939,0.001,0,0,1,2
16660,BTC,56629.3,0.01,0,0,56388,56498
16660,ETH,1991.46,0.54,0,0,1997,2002
16660,ADA,1.1937,0.0006,0,488.57,1,2
16670,BTC,56649.8,7.53,1738.02,0,56388,56498
16670,ETH,1990.91,0.01,0,0,1997,2002
16670,ADA,1.19465,0.0009,0,0,1,2
16680,BTC,56646.1,0.01,0,0,56388,56498
16680,ETH,1991.33,0.39,0,0,1997,2002
16680,ADA,1.19375,0.0009,0,0,1,2
16690,BTC,56640.4,0.01,0,0,56388,56498
16690,ETH,1989.7,0.01,0,100.47,1996,2002
16690,ADA,1.19325,0.0007,0,0,1,2
16700,BTC,56631,0.01,0,0,56388,56498
16700,ETH,1989.2,0.01,0,0,1996,2002
16700,ADA,1.1927,0.0006,831.5,0,1,2
16710,BTC,56615.3,0.01,0,0,56388,56498
16710,ETH,1988.14,0.19,0,0,1996,2002
16710,ADA,1.1932,0.0006,0,0,1,2
16720,BTC,56594.8,0.01,0,0,56388,56498
16720,ETH,1989.11,0.01,0,0,1996,2002
16720,ADA,1.19315,0.0009,0,0,1,2
16730,BTC,56591.3,6.88,0,5775.56,56388,56517
16730,ETH,1988.99,0.01,0,0,1996,2002
16730,ADA,1.19225,0.0005,0,0,1,2
16740,BTC,56591.3,0.01,0,0,56388,56533
16740,ETH,1988.38,0.01,0,0,1996,2002
16740,ADA,1.19135,0.0011,0,0,1,2
16750,BTC,56570,0.01,0,0,56388,56533
16750,ETH,1985.89,0.51,0,0,1996,2002
16750,ADA,1.19315,0.0005,0,0,1,2
16760,BTC,56550.3,0.01,0,0,56388,56533
16760,ETH,1988.01,0.01,0,0,1996,2002
16760,ADA,1.1927,0.0008,0,0,1,2
16770,BTC,56600,0.01,0,0,56388,56540
16770,ETH,1987.7,0.67,0,0,1996,2002
16770,ADA,1.19225,0.0001,0,0,1,2
16780,BTC,56577.5,12.01,623.14,90.56,56388,56540
16780,ETH,1988.02,0.25,0,2006.58,1996,2002
16780,ADA,1.19245,0.0007,0,0,1,2
16790,BTC,56576.8,6.13,0,276.66,56388,56540
16790,ETH,1986.73,0.39,0,0,1996,2002
16790,ADA,1.19155,0.0005,0,0,1,2
16800,BTC,56552,0.01,0,0,56388,56540
16800,ETH,1987.22,0.01,0,0,1996,2002
16800,ADA,1.19005,0.0007,0,0,1,2
16810,BTC,56552,0.01,0,0,56388,56540
16810,ETH,1987.1,0.36,0,0,1996,2002
16810,ADA,1.1918,0.001,0,185.42,1,2
16820,BTC,56550,0.01,0,0,56388,56540
16820,ETH,1988.65,0.01,188.85,0,1996,2002
16820,ADA,1.19145,0.0007,0,0,1,2
16830,BTC,56567.1,0.01,0,0,56388,56540
16830,ETH,1989.96,0.36,0,0,1996,2002
16830,ADA,1.1899,0.0008,0,0,1,2
16840,BTC,56567.1,0.01,0,0,56388,56540
16840,ETH,1989.03,0.08,0,0,1996,2002
16840,ADA,1.18965,0.0009,0,0,1,2
16850,BTC,56550,0.01,0,0,56388,56540
16850,ETH,1988.59,0.01,0,0,1996,2002
16850,ADA,1.19,0.0008,0,0,1,2
16860,BTC,56531.9,2.65,0,249.75,56536,56540
16860,ETH,1988.27,0.07,0,1412.84,1996,2002
16860,ADA,1.19,0.0008,0,0,1,2
16870,BTC,56543.3,0.01,0,0,56536,56538
16870,ETH,1986.67,0.69,0,0,1996,2002
16870,ADA,1.18815,0.0005,0,0,1,2
16880,BTC,56533.2,0.01,0,0,56536,56538
16880,ETH,1985.49,0.26,0,0,1996,2002
16880,ADA,1.1887,0.0012,0,0,1,2
16890,BTC,56521.3,0.01,0,0,56536,56538
16890,ETH,1986.27,0.45,0,0,1996,2002
16890,ADA,1.18735,0.0015,0,136.17,1,2
16900,BTC,56515.1,0.01,0,66.68,56529,56538
16900,ETH,1984.54,0.34,0,8.96,1996,2002
16900,ADA,1.18585,0.0011,0,0,1,2
16910,BTC,56475.4,24.65,23273.8,0,56388,56480
16910,ETH,1983.61,0.39,0,0,1996,2002
16910,ADA,1.1865,0.0008,0,0,1,2
16920,BTC,56445.6,0.01,0,4814.45,56388,56480
16920,ETH,1984.54,0.26,0,0,1996,2002
16920,ADA,1.18735,0.0009,0,0,1,2
16930,BTC,56475.5,0.01,0,0,56474,56476
16930,ETH,1984.54,0.26,0,0,1996,2002
16930,ADA,1.18555,0.0007,0,0,1,2
16940,BTC,56472,0.01,0,0,56468,56476
16940,ETH,1982.68,0.01,0,0,1996,2002
16940,ADA,1.18535,0.0007,0,0,1,2
16950,BTC,56444.4,8.35,0,0,56468,56476
16950,ETH,1983.43,0.65,0,205.26,1996,2002
16950,ADA,1.18745,0.0015,3.61,0,1,2
16960,BTC,56447.6,7.24,0,2053.33,56468,56476
16960,ETH,1984.37,0.29,0,0,1996,2002
16960,ADA,1.18805,0.0009,0,0,1,2
16970,BTC,56451.2,0.01,0,0,56468,56476
16970,ETH,1985.51,0.4,0,0,1996,2002
16970,ADA,1.1908,0.0012,0,0,1,2
16980,BTC,56457.6,0.01,0,0,56468,56476
16980,ETH,1988.41,0.01,0,0,1996,2002
16980,ADA,1.19125,0.0003,0,0,1,2
16990,BTC,56510.8,0.01,0,0,56468,56476
16990,ETH,1989.91,0.51,0,0,1996,2002
16990,ADA,1.19205,0.0015,0,0,1,2
17000,BTC,56561.1,0.01,0,0,56468,56476
17000,ETH,1990.86,0.2,0,1492.54,1996,2002
17000,ADA,1.1924,0.001,0,0,1,2
17010,BTC,56576.5,11.09,0,0,56468,56476
17010,ETH,1991.42,0.01,0,0,1996,2002
17010,ADA,1.1921,0.001,0,0,1,2
17020,BTC,56576.5,11.09,0,0,56468,56476
17020,ETH,1990.19,0.36,122.34,0,1996,2002
17020,ADA,1.19145,0.0007,0,0,1,2
17030,BTC,56559.4,0.01,0,0,56468,56480
17030,ETH,1990.1,0.19,0,980.92,1996,2002
17030,ADA,1.1898,0.0008,0,0,1,2
17040,BTC,56530.9,0.01,0,0,56468,56480
17040,ETH,1987.85,0.57,0,0,1996,2002
17040,ADA,1.19045,0.0005,0,0,1,2
17050,BTC,56517.1,0.01,0,0,56468,56480
17050,ETH,1987.76,0.01,0,196.01,1995,2002
17050,ADA,1.1902,0.0004,0,0,1,2
17060,BTC,56517.1,0.01,0,249.75,56468,56480
17060,ETH,1985.94,0.75,0,0,1995,2002
17060,ADA,1.1896,0.001,0,0,1,2
17070,BTC,56473.9,0.01,0,111.94,56468,56480
17070,ETH,1986.99,0.37,0,0,1995,2002
17070,ADA,1.18855,0.0007,0,0,1,2
17080,BTC,56473.9,0.01,0,0,56468,56474
17080,ETH,1985.2,0.68,0,0,1995,2002
17080,ADA,1.18755,0.0001,0,0,1,2
17090,BTC,56470,0.01,0,0,56468,56471
17090,ETH,1984.74,0.25,0,0,1995,2002
17090,ADA,1.18705,0.0007,0,0,1,2
17100,BTC,56449,0.01,0,0,56448,56450
17100,ETH,1982.88,0.23,0,1379.21,1995,2002
17100,ADA,1.18625,0.0009,0,0,1,2
17110,BTC,56429.9,0.01,0,24036.5,56448,56450
17110,ETH,1982.52,0.01,0,0,1995,2002
17110,ADA,1.188,0.0006,0,96.64,1,2
17120,BTC,56408.8,0.01,0,0,56448,56450
17120,ETH,1983.26,0.33,0,0,1995,2002
17120,ADA,1.18765,0.0009,0,129.31,1,2
17130,BTC,56435.2,0.01,0,0,56448,56450
17130,ETH,1982.57,0.1,0,0,1995,2002
17130,ADA,1.18635,0.0007,0,0,1,2
17140,BTC,56408,7.45,0,0,56448,56450
17140,ETH,1980.71,0.65,0,0,1995,2002
17140,ADA,1.1853,0.0012,0,0,1,2
17150,BTC,56378.4,0.01,0,0,56448,56450
17150,ETH,1980.54,0.14,0,0,1995,2002
17150,ADA,1.186,0.0006,0,0,1,2
17160,BTC,56359.4,15.54,0,14698.4,56426,56450
17160,ETH,1981.47,0.23,0,0,1995,2002
17160,ADA,1.18595,0.0001,0,0,1,2
17170,BTC,56368.5,0.01,0,0,56378,56450
17170,ETH,1981.47,0.23,0,0,1995,2002
17170,ADA,1.18695,0.0007,0,0,1,2
17180,BTC,56424.9,6.66,0,3461.95,56384,56450
17180,ETH,1982.49,0.47,0,0,1995,2002
17180,ADA,1.1856,0.0006,0,0,1,2
17190,BTC,56409.8,5.17,0,0,56384,56410
17190,ETH,1981.32,0.45,0,4.65,1995,2002
17190,ADA,1.18545,0.0003,0,0,1,2
17200,BTC,56406.2,0.01,0,1008.59,56384,56410
17200,ETH,1981.07,0.11,0,560.17,1995,2002
17200,ADA,1.1852,0.0004,0,0,1,2
17210,BTC,56387.3,0.01,0,0,56384,56388
17210,ETH,1981.12,0.23,0,0,1995,2002
17210,ADA,1.18505,0.0003,0,0,1,2
17220,BTC,56379.3,1.73,0,3087.37,56384,56388
17220,ETH,1981.34,0.22,0,497.96,1995,2002
17220,ADA,1.18505,0.0003,0,0,1,2
17230,BTC,56384.4,0.01,0,0,56384,56388
17230,ETH,1981.53,0.01,0,0,1995,2002
17230,ADA,1.18565,0.0011,0,0,1,2
17240,BTC,56384.4,0.01,0,0,56384,56388
17240,ETH,1981.34,0.28,0,0,1995,2002
17240,ADA,1.1863,0.001,0,0,1,2
17250,BTC,56403.9,0.01,0,0,56402,56410
17250,ETH,1982.85,0.47,0,0,1995,2002
17250,ADA,1.18555,0.0007,0,0,1,2
17260,BTC,56429.9,0.01,0,0,56402,56410
17260,ETH,1982.11,0.21,0,245.29,1995,2002
17260,ADA,1.1846,0.0004,0,0,1,2
17270,BTC,56418.4,0.01,0,2264.31,56418,56430
17270,ETH,1981.78,0.06,0,0,1995,2002
17270,ADA,1.18455,0.0005,0,0,1,2
17280,BTC,56406.6,0.01,0,0,56418,56430
17280,ETH,1982.36,0.27,470.28,0,1995,2002
17280,ADA,1.1845,0.0006,0,0,1,2
17290,BTC,56406.6,0.01,0,0,56418,56430
17290,ETH,1982.01,0.01,0,0,1995,2002
17290,ADA,1.18585,0.0007,0,0,1,2
17300,BTC,56406.6,0.01,0,0,56405,56407
17300,ETH,1983.66,0.01,0,0,1995,2002
17300,ADA,1.1853,0.0006,0,0,1,2
17310,BTC,56445.6,0.01,0,0,56405,56407
17310,ETH,1983.57,0.01,0,0,1995,2002
17310,ADA,1.18615,0.0009,0,0,1,2
17320,BTC,56445.6,0.01,0,0,56405,56407
17320,ETH,1984.03,0.34,0,0,1995,2002
17320,ADA,1.18715,0.0005,0,0,1,2
17330,BTC,56462.6,0.01,9.98,0,56405,56407
17330,ETH,1984.26,0.23,0,0,1995,2002
17330,ADA,1.18675,0.0007,0,0,1,2
17340,BTC,56471.1,9.24,0,0,56405,56407
17340,ETH,1987.27,0.25,0,1531.95,1995,2002
17340,ADA,1.1864,0.0004,0,0,1,2
17350,BTC,56481.2,0.01,0,0,56405,56430
17350,ETH,1985.74,0.01,0,0,1995,2002
17350,ADA,1.18775,0.0007,0,0,1,2
17360,BTC,56467.6,3.63,0,8.97,56405,56450
17360,ETH,1986.97,0.01,0,0,1995,2002
17360,ADA,1.18905,0.0007,0,0,1,2
17370,BTC,56500,0.01,0,0,56405,56450
17370,ETH,1987.79,0.26,0,0,1995,2002
17370,ADA,1.1882,0.0006,0,0,1,2
17380,BTC,56527.1,0.01,0,0,56405,56450
17380,ETH,1986.22,0.37,0,0,1995,2002
17380,ADA,1.1884,0.001,0,0,1,2
17390,BTC,56527.1,0.01,0,0,56405,56450
17390,ETH,1986.57,0.6,0,2491.2,1995,2002
17390,ADA,1.1881,0.0002,0,0,1,2
17400,BTC,56512.6,0.01,0,0,56405,56450
17400,ETH,1986.12,0.01,0,0,1995,2002
17400,ADA,1.18845,0.0005,208.11,0,1,2
17410,BTC,56512.6,0.01,0,0,56405,56450
17410,ETH,1986.97,0.01,0,1531,1995,2002
17410,ADA,1.1887,0.0006,0,0,1,2
17420,BTC,56512.6,0.01,0,0,56405,56463
17420,ETH,1986.77,0.11,0,0,1995,2002
17420,ADA,1.19,0.0006,0,0,1,2
17430,BTC,56512.6,0.01,0,0,56405,56463
17430,ETH,1987.69,0.01,0,0,1995,2002
17430,ADA,1.19005,0.0005,0,0,1,2
17440,BTC,56525.5,0.01,0,0,56405,56470
